star_id,orbital_period,transit_duration,transit_depth,planet_radius,star_radius,star_temp,star_logg,label
TIC 6979435,0.944284,,0.0271,1.48,0.684,,,1
TIC 130633912,5.29136017752,,1.12532759,11.52204139,1.03676,5555.0,4.39749,1
TIC 130633912,5.29266,,,9.6,1.0,,,1
TIC 130633912,5.292627,,1.0517,10.98,1.058,,,1
TIC 130633912,5.292605,,,9.9778729,0.969695,5689.0,4.43,1
TIC 446474423,0.515013,,,26.1,1.3,,,1
TIC 446474423,0.5150196,,0.602,36.2,1.23,,,1
TIC 6591443,26.4837,,0.0201,1.98,1.378,,,1
TIC 6982778,2.08807,,0.0717,12.4,4.44,,,1
TIC 130630665,34.3797,,1.943,118.0,4.0,,,1
TIC 130630665,15.6594,,0.253,37.0,4.0,,,1
TIC 6984477,1.4095126,,1.908,70.0,1.82,,,1
TIC 269594456,3.22513,,0.24,2.33,0.437,,,1
TIC 333605244,4.9234,,0.021,1.18,0.776,,,1
TIC 248378702,8.03216,,0.01484,2.42,1.85,,,1
TIC 248942621,17.093319,,2.8067,17.7,0.426,,,1
TIC 248942621,17.093491,,,32.5,0.66,,,1
TIC 248387177,50.693644,,,8.68300668,0.792931,5220.0,4.54,1
TIC 248387177,50.69369,,1.1041,8.85,0.781,,,1
TIC 248387177,50.6939885,,1.12,8.48837,0.78,5216.0,4.6039,1
TIC 248391319,0.7988525,,0.17,4.00703,0.86,4785.0,4.45252,1
TIC 248391319,0.7988453,,0.1357,6.2,0.728,,,1
TIC 248382917,0.4378443,,0.553,41.0,1.3,,,1
TIC 257395093,13.26931,,0.3648,23.8,1.127,,,1
TIC 399725072,7.119856,,,1.8797781,0.852371,5318.0,4.68,1
TIC 399725072,7.12113,,0.0482,1.99,0.853,,,1
TIC 380886534,8.904672,,1.232,26.1,1.014,,,1
TIC 380886534,8.90003342005,,2.21632826,15.12617706,1.0044,5854.0,4.45956,1
TIC 380886534,8.904519,,,36.9,0.89,,,1
TIC 388816604,2.5048178,,0.1723,3.9467,0.92,5328.0,4.47,1
TIC 388816604,2.504853,,0.1806,3.95,0.905,,,1
TIC 388777728,3.68047,,0.0191,1.11,0.777,,,1
TIC 388777728,3.68034,,,1.06218625,0.774992,5121.0,4.69,1
TIC 399731211,2.6017,,0.0285,1.47,0.839,,,1
TIC 388777783,15.960128,,,19.5,0.87,,,1
TIC 399673448,16.9616,,0.0413,2.7,1.277,,,1
TIC 344770364,0.7175747,,2.514,28.1,0.818,,,1
TIC 388796986,5.1645,,0.0867,0.784,0.255,,,1
TIC 388801599,3.44795,,0.0715,0.97,0.332,,,1
TIC 344298851,,,1.408,36.0,1.208,,,1
TIC 257218673,0.5551606,,0.11,11.4,1.657,,,1
TIC 344775682,6.26242,,0.0628,2.03,0.762,,,1
TIC 344301618,24.4131,,1.72,15.3,0.64,,,1
TIC 344627644,4.02748,,0.0399,1.24,0.5901,,,1
TIC 344754408,10.55369,,0.0906,2.72,0.88,,,1
TIC 388810419,41.55209,,0.3044,4.3,0.73,,,1
TIC 388810419,41.552934,,,4.15834582,0.724128,4895.0,4.52,1
TIC 336893387,23.6088,,0.0783,3.43,1.203,,,1
TIC 336893387,23.607902,,,3.11864589,1.115157,6057.0,4.38,1
TIC 336893387,23.610939,,,3.0,1.09,,,1
TIC 610791326,21.98131,,,197.025,22.415,4491.0,1.773,1
TIC 328067813,9.64954,,0.19,2.74,0.593,,,1
TIC 336956423,6.5534,,0.01924,1.11,0.766,,,1
TIC 257558789,0.6719977,,0.2257,25.2,1.79,,,1
TIC 344772345,4.4358,,0.0197,1.3,0.879,,,1
TIC 344772345,4.435717,,,1.32476068,0.846676,5374.0,4.59,1
TIC 344278776,3.31347,,0.0775,3.8,0.824,,,1
TIC 365003901,1.72767,,,21.3,0.37,,,1
TIC 344631944,4.69942,,0.0601,2.5,0.605,,,1
TIC 336956250,4.7535,,,1.5147,1.27,5986.0,4.222,0
TIC 344716098,12.7256,,0.0425,2.16,1.001,,,1
TIC 344770978,45.4939,,0.1221,7.17,1.626,,,1
TIC 318708039,12.092199,,,5.84432297,0.990979,5333.0,4.2,1
TIC 318708039,12.09259,,0.3608,14.7,2.46,,,1
TIC 318708039,12.092216,,,4.7,0.84,,,1
TIC 328066864,10.7946,,0.1344,2.34,0.618,,,1
TIC 328066864,10.7946,,,,0.62,5045.0,,1
TIC 328066864,4.06643,,0.035,1.22,0.618,,,1
TIC 344772652,57.8396,,0.899,9.8,0.729,,,1
TIC 344280587,4.49161,,0.0538,2.01,0.823,,,1
TIC 344713897,19.4989,,0.0402,2.32,1.085,,,1
TIC 344713897,19.496649,,,2.21599278,1.155241,5758.0,4.22,1
TIC 344712077,3.78177,,0.0249,1.81,1.095,,,1
TIC 257434940,9.073266,,1.7165,23.32,1.763,,,1
TIC 257591913,2.010607,,,1.28,0.618,3806.0,4.641,1
TIC 344298300,13.6094,,0.168,2.44,0.564,,,1
TIC 257394133,5.23587,,0.1336,4.86,1.248,,,1
TIC 257394133,5.235714,,,4.3,1.17,,,1
TIC 388767936,2.43807,,0.1079,2.15,0.625,,,1
TIC 328083717,6.80111,,0.415,1.96,0.291,,,1
TIC 369480087,0.36432247904,,3.82167895,6.95273914,0.347331,3473.0,4.87657,1
TIC 369480087,0.728639,,,17.2,0.69,,,1
TIC 344756033,17.1057,,1.006,5.91,0.592,,,1
TIC 344586726,7.30383,,0.0849,2.18,0.715,,,1
TIC 344718693,7.3274,,,2.1225,0.96,5197.0,4.609,0
TIC 257800191,4.684559,,,4.757,1.184,5829.0,4.244,1
TIC 369478723,57.8415,,0.1602,6.13,1.495,,,1
TIC 257802602,0.762406,,,0.99,0.89,5620.0,4.5,1
TIC 376935115,9.4538,,0.0375,1.91,0.932,,,1
TIC 257913832,7.51114,,0.193,2.98,0.643,,,1
TIC 408517614,10.4347,,0.039,1.69,0.816,,,1
TIC 266074740,15.246593,,,78.0,1.91,,,1
TIC 266030192,0.70531,,,1.6,1.0,5499.0,4.5,1
TIC 266030192,0.70531,,,1.48,,,,1
TIC 266030192,0.705386,,0.0262,1.73,1.013,,,1
TIC 406410648,4.284523,,,1.30280156,0.62182,4360.0,4.69,1
TIC 406410648,4.28446,,0.0424,1.98,0.934,,,1
TIC 406410648,4.28475,,,1.2,0.55,,,1
TIC 406410644,6.53074,,,,0.69,3628.0,,1
TIC 406410644,6.53046,,0.22,3.36,0.692,,,1
TIC 376906028,,,0.2809,6.71,1.256,,,1
TIC 401433551,14.753,,0.251,3.0,0.5666,,,1
TIC 376921348,21.77635,,2.843,37.0,1.122,,,1
TIC 376921348,21.776971,,,19.9,0.84,,,1
TIC 266074031,8.78627,,0.0645,3.16,1.184,,,1
TIC 380884709,57.1050077,,0.3388,5.93946,0.97,5816.0,4.49,1
TIC 380884709,57.10412,,0.3222,5.61,0.971,,,1
TIC 380884709,20.21535,,0.0661,2.61,0.971,,,1
TIC 266012798,39.3266,,0.063,3.57,1.346,,,1
TIC 257816591,7.64514,,0.2285,6.5,1.06,,,1
TIC 369478173,46.47688,,1.5,62.0,2.394,,,1
TIC 429052510,,,0.4902,12.32,1.698,,,1
TIC 401493706,6.73572,,,,1.17,5740.0,,1
TIC 401493706,6.73511,,0.0661,3.9,1.167,,,1
TIC 401493706,15.1563,,0.0622,3.01,1.167,,,1
TIC 257804318,13.26773,,0.1965,4.04,0.813,,,1
TIC 266013060,7.14238,,0.0589,1.75,0.679,,,1
TIC 405336406,2.653275,,0.14384,118.0,24.8,,,1
TIC 405336406,2.65323,,,62.27721531,13.730692,4621.0,2.17,1
TIC 266030611,40.938,,0.1009,3.57,1.083,,,1
TIC 257814430,29.435233,,,2.91662791,1.199507,5785.0,4.21,1
TIC 369472094,10.22657,,0.1552,2.71,0.681,,,1
TIC 369472094,10.228,,,,0.456,4081.0,,1
TIC 369474686,3.91764,,0.0419,2.94,1.35,,,1
TIC 257815127,6.4063,,0.19,0.888,0.195,,,1
TIC 369476611,31.9761,,0.0653,3.92,1.461,,,1
TIC 266015990,0.571336,,,1.8,0.97,,,1
TIC 266015990,0.571308,,,1.46,0.83,5590.0,4.56,1
TIC 266015990,0.5713127,,0.0241,1.676,0.99,5578.0,4.408,1
TIC 266015990,0.571285,,0.02847,1.816,1.02,,,1
TIC 266015990,0.571282,,,1.87,0.995,5496.0,4.42,1
TIC 266015990,0.571,,,1.712,0.981,5496.0,4.42,1
TIC 266015990,0.571336,,,1.82,0.95,5496.0,4.42,1
TIC 266015990,0.571292,,,1.52,0.869,5470.0,4.53,1
TIC 266015990,0.571212,,,1.6,0.95,5613.0,4.6,1
TIC 266015990,0.571299,,,1.66855539,0.906429,5590.0,4.54,1
TIC 266015990,0.571331,,,1.82,0.98,5617.0,4.45,1
TIC 266015990,0.571292,,,1.725,0.988,5532.0,,1
TIC 266015990,13.33877,,0.0903,3.79,1.02,,,1
TIC 266015990,13.339746,,,2.70490157,0.906429,5590.0,4.54,1
TIC 266015990,13.339079,,,2.73,0.98,5617.0,4.45,1
TIC 266015990,13.341245,,,2.53,0.83,5590.0,4.56,1
TIC 266015990,13.338687,,,2.8,0.97,,,1
TIC 266015990,13.3387,,,2.77,0.95,5496.0,4.42,1
TIC 266015990,13.33989,,0.0693,2.84,0.99,5578.0,4.408,1
TIC 266015990,13.334615,,,2.2,0.95,5613.0,4.6,1
TIC 266015990,13.3397,,,2.5,0.869,5470.0,4.53,1
TIC 266015990,13.33918,,,3.01,0.995,5496.0,4.42,1
TIC 266015990,13.3397,,,2.836,0.988,5532.0,,1
TIC 266031238,8.1344,,0.0389,2.36,1.153,,,1
TIC 266031238,8.133218,,,2.05114626,1.080518,5966.0,4.33,1
TIC 266031238,17.78804,,0.0527,2.78,1.153,,,1
TIC 406412126,2.52894,,0.0204,1.44,0.962,,,1
TIC 414920805,2.311162,,,51.6,1.58,,,1
TIC 233023063,3.128977,,,1.282,0.976,5140.0,4.625,1
TIC 800830102,0.872893,,6.8394,,,,,0
TIC 98753307,15.35092,,2.386,16.31,0.943467,5417.0,4.46174,1
TIC 98753307,15.32811688418,,3.0096534,16.40718966,0.943467,5417.0,4.46174,1
TIC 110996418,15.78157905706,,1.20077993,11.76767971,1.0,5780.0,4.438,1
TIC 110996418,15.78132,,1.028,10.87,,,,1
TIC 152870383,5.20256,,0.113,3.58,0.995782,5489.0,4.42401,1
TIC 98677050,16.77217,,0.199,19.29,3.88053,4898.0,,0
TIC 98677050,16.770556,,,13.24001074,2.87646,4939.0,3.54,0
TIC 429302130,48.249552,,,17.99855135,0.956171,5792.0,4.52,1
TIC 176943961,25.988289,,,316.73370059,15.95329,4382.0,2.07,1
TIC 98675725,18.69646,,0.082,2.35,0.764037,5212.0,4.62123,1
TIC 288605104,12.20239,,0.128,4.15,1.01169,5869.0,4.45328,1
TIC 98627779,4.18787,,0.014,1.36,0.972391,5589.98,4.45714,1
TIC 176944608,19.57833,,0.1,2.77,0.940594,5613.0,4.4869,1
TIC 176944608,19.57572,,,2.84337254,0.90705,5611.0,4.55,1
TIC 98674982,0.844548,,,1.005,0.165,3109.0,5.13,1
TIC 175371660,11.73677,,0.111,1.82,0.761077,3984.72,4.469,1
TIC 51641442,0.72813,,0.068,1.27,0.423901,3506.0,4.8049,1
TIC 51641442,0.728113,,,1.1,0.32,3782.0,5.0,1
TIC 130643080,25.58142,,0.22,8.35,1.9082,5409.94,3.84995,1
TIC 51640851,10.583942,,,2.72,0.874,5280.0,4.531,1
TIC 94925023,5.69046,,0.533,18.81,1.80891,5549.0,3.91446,1
TIC 130589987,1.055785,,,1.51966184,0.592773,4315.0,4.73,1
TIC 94923808,37.20364,,0.28,5.1,0.829429,5476.0,4.58278,1
TIC 130610137,20.84919,,0.01,3.01,2.37225,9767.0,4.08394,1
TIC 94924543,16.13655,,0.036,2.02,0.995311,5886.0,4.47031,1
TIC 94924543,16.141132,,,2.332,0.999,5868.0,,1
TIC 94924543,16.1388,,,2.18,0.998,5839.0,4.42,1
TIC 94924543,16.140442,,,2.05969274,0.975013,5870.0,4.4,1
TIC 130639648,0.251647,,,27.97665274,0.986936,5833.0,4.41,1
TIC 291157563,11.67254,,0.114,3.87,1.22705,5725.0,4.26894,1
TIC 377263357,4.03692,,0.091,2.24,0.735009,4861.07,4.60421,1
TIC 377263357,4.036791,,,2.33800166,0.72841,4933.0,4.65,1
TIC 130700441,3.137611,,3.671,,0.452762,3579.0,4.8253,1
TIC 198667693,9.632039,,,2.279,0.697,4646.0,4.608,1
TIC 77900781,18.239311,,,3.792,0.477,4015.0,4.809,1
TIC 49687294,11.109675,,,2.462,0.657,4813.0,4.66,1
TIC 8995204,5.1392756,,0.0862,2.17365,0.71,4014.0,4.53,1
TIC 8995204,5.138,,0.073,,,,,1
TIC 49591398,10.7228,,,1.2998,1.114,5909.0,4.287,0
TIC 9099036,29.957262,,,8.456,0.711,4897.0,4.695,1
TIC 49591302,8.04473,,,,0.79,4975.0,,1
TIC 49591302,11.82469,,,,0.79,4975.0,,1
TIC 4553489,2.0507,,,0.4064,0.645,4514.0,4.703,0
TIC 404225518,7.084267,,,3.848,0.765,4572.0,4.617,1
TIC 404225518,20.676056,,,3.302,0.765,4572.0,4.617,1
TIC 8939120,6.786539,,,1.2,0.975,5866.0,4.361,1
TIC 423612780,2.988541,,,3.504,1.023,5761.0,4.364,1
TIC 49784497,21.436032,,,2.486,0.467,3627.0,4.767,1
TIC 301328381,0.8768,,,8.4683,0.515,3734.0,4.724,0
TIC 301328381,0.877,,0.05,,,,,0
TIC 278965554,6.39595,,,,0.68,3972.0,,1
TIC 301328844,3.853494,,,6.957,0.744,4459.0,4.619,1
TIC 398573061,4.696045,,,2.57,0.782,5003.0,4.605,1
TIC 301176722,8.6387,,,,0.647,5120.0,,1
TIC 250107419,3.98547,,,,0.72,4256.0,,1
TIC 136820022,16.607299,,,2.532,0.756,4878.0,4.685,1
TIC 301137296,16.980197,,,2.705,0.879,5319.0,4.482,1
TIC 313885044,1.827,,0.035,0.99,0.503,3949.0,4.753,1
TIC 136821197,1.29655,,,8.559,0.586,3583.0,4.645,1
TIC 301256862,3.379516,,,4.742,0.741,4940.0,4.585,1
TIC 38333081,1.082,,0.162,2.22,0.516,3408.0,4.399,1
TIC 38333081,1.082361,,,7.158,1.721,5556.0,4.032,1
TIC 301134534,3.35,,0.063,0.97,0.427,4408.0,4.617,1
TIC 301134534,9.32,,0.109,1.43,0.427,4408.0,4.617,1
TIC 301138749,13.9145,,,,1.6,6640.0,,1
TIC 38270198,4.03776,,,,0.58,4689.0,,1
TIC 301174595,7.539949,,,2.511,1.205,5661.0,4.338,1
TIC 311056047,5.10555,,,10.889,1.109,4938.0,4.621,1
TIC 248050726,17.768404,,,2.787,0.763,4961.0,4.667,1
TIC 301080852,4.464438,,,6.184,1.434,5894.0,4.145,1
TIC 301175013,11.416439,,,3.034,0.451,3668.0,4.826,1
TIC 262567644,7.21084,,,2.26,1.053,5739.0,4.286,1
TIC 303676760,13.284219,,,1.233,0.124,3245.0,5.24,1
TIC 303676760,24.213117,,,0.505,0.124,3245.0,5.24,1
TIC 245902092,2.46564,,,30.186,2.497,7068.0,3.927,1
TIC 436574070,18.896192,,,1.975,0.545,4459.0,4.654,1
TIC 411839167,6.1802679,,,,1.586,6202.0,4.157,1
TIC 411839167,6.180235,,0.464,11.780659,1.586,6202.0,4.157,1
TIC 411839167,6.18026138745,,0.53838458,13.70374653,1.73931,6513.0,4.08,1
TIC 311365815,13.107894,,,25.768,1.081,5732.0,4.353,1
TIC 293836988,1.925,,0.216,1.07,0.236,3067.0,4.772,1
TIC 436725149,10.1997,,,,0.97,5340.0,,1
TIC 436615005,21.371372,,,16.514,1.14,4692.0,4.413,1
TIC 436725612,7.098695,,,1.837,0.681,4857.0,4.676,1
TIC 68893269,4.20507412692,,0.12801794,3.32404522,0.877822,5086.0,4.48,1
TIC 68893269,4.20566,,,,0.9,5006.0,,1
TIC 68576786,9.7051,,,,1.24,5090.0,,1
TIC 68655248,0.73217,,,1.108,0.827,4641.0,4.526,1
TIC 68646526,5.228352,,,2.282,1.272,6265.0,4.223,1
TIC 68646526,5.2289874,,0.032,2.3513,1.28,6213.0,4.3,1
TIC 18540366,3.1764,,,0.9532,0.741,4434.0,4.631,1
TIC 337575333,2.419472,,,36.563,2.476,6830.0,3.97,1
TIC 68746914,6.770834,,,25.455,2.243,6310.0,4.014,1
TIC 18482620,14.616783,,,2.119,0.821,5174.0,4.615,1
TIC 118447675,13.7579,,,,0.76,4860.0,,1
TIC 69054629,3.3733,,,1.5839,0.779,5634.0,4.494,1
TIC 69054629,8.4356,,,2.9192,0.779,5634.0,4.494,1
TIC 18483759,3.09246,,,2.413,0.698,4051.0,4.661,1
TIC 238416379,20.379434,,,24.603,4.259,4993.0,3.279,1
TIC 69086979,4.420394,,,10.293,2.875,5943.0,3.917,1
TIC 337418339,1.248905,,,4.073,1.289,5496.0,4.235,1
TIC 59959987,12.505,,,1.673,0.975,5214.0,4.466,1
TIC 85108908,11.95706,,,2.635,0.829,5292.0,4.579,1
TIC 60267998,7.624,,,2.4551,1.29,5998.0,4.241,1
TIC 349072212,6.363302,,,2.786,0.819,4482.0,4.621,1
TIC 268280043,5.164157,,,1.006,0.627,3832.0,4.63,1
TIC 268023701,18.001053,,,3.794,1.043,5579.0,4.359,1
TIC 60010019,9.426901,,,5.543,1.427,5895.0,4.184,1
TIC 374179977,4.71688,,,3.725,0.701,4846.0,4.679,1
TIC 374339383,18.436944,,,8.002,0.853,5308.0,4.529,1
TIC 277697921,5.751763,,,2.378,0.726,4256.0,4.623,1
TIC 277697921,5.7519475,,0.12,2.96374,0.84,4181.8,4.4,1
TIC 277697921,10.472764,,,2.354,0.726,4256.0,4.623,1
TIC 374269904,3.917682,,,5.581,0.656,4566.0,4.682,1
TIC 349986198,3.577501,,0.13,3.3001,0.87,4642.1,4.43,1
TIC 349986198,3.577394,,,3.05,0.799,4626.0,4.573,1
TIC 392850705,14.390721,,,2.55,1.025,5872.0,4.352,1
TIC 392848730,9.032248,,,2.364,0.762,4967.0,4.668,1
TIC 392848730,16.100178,,,2.576,0.762,4967.0,4.668,1
TIC 350074163,2.491154,,,9.774,1.756,6362.0,4.122,1
TIC 393496970,1.754,,0.568,5.06,0.608,4663.0,4.665,1
TIC 349987359,16.222,,0.056,1.28,0.503,3852.0,4.749,1
TIC 350022495,2.571267,,,5.97,1.75,6216.0,4.147,1
TIC 392876254,3650.0,,0.18,12.44199,2.7,4898.0,3.52,1
TIC 358805916,13.071041,,,2.285,1.246,5937.0,4.214,1
TIC 63838888,28.848339,,,3.657,1.75,5344.0,3.795,1
TIC 186282430,6.695687,,,2.17,0.905,5320.0,4.461,1
TIC 186282430,27.917236,,,2.551,0.905,5320.0,4.461,1
TIC 23507318,17.818211,,,2.77,0.689,3878.0,4.567,1
TIC 292263845,5.116834,,,31.682,1.591,6983.0,4.06,1
TIC 438900799,7.522109,,,2.249,1.386,6356.0,4.184,1
TIC 73803791,1.075,,0.095,,0.567,3503.0,4.447,1
TIC 73848795,18.786043,,,2.846,0.773,5450.0,4.487,1
TIC 422668855,15.320606,,,1.77,1.118,5819.0,4.272,1
TIC 428875585,7.943604,,,1.992,0.87,5498.0,4.479,1
TIC 428918500,7.815366,,,2.403,0.755,4884.0,4.676,1
TIC 428918500,19.520805,,,2.318,0.755,4884.0,4.676,1
TIC 287539569,39.57057,,,23.661,2.041,5166.0,3.761,1
TIC 287538776,11.29231,,,2.348,0.689,4660.0,4.676,1
TIC 70863764,24.481285,,,2.49,0.761,4861.0,4.674,1
TIC 422690299,10.307387,,,2.602,0.875,5359.0,4.491,1
TIC 70178670,10.205377,,,6.31,2.356,6332.0,4.062,1
TIC 70178670,23.336739,,,5.824,2.356,6332.0,4.062,1
TIC 335955427,1.696716,,,5.738,1.992,5289.0,3.864,1
TIC 432260916,31.396001,,,10.695,1.783,5631.0,3.916,1
TIC 118696099,18.277358,,,1.933,0.636,4280.0,4.696,1
TIC 347940884,28.888589,,,6.05,1.319,6117.0,4.212,1
TIC 386976414,2.228112,,,1.398,0.693,4355.0,4.651,1
TIC 432254760,3.5951,,,1.95,1.71,5430.0,3.99,1
TIC 432254760,15.624,,,3.67,1.71,5430.0,3.99,1
TIC 432254760,35.747,,,3.94,1.71,5430.0,3.99,1
TIC 297305079,0.801864,,,1.433,0.393,3594.0,4.834,1
TIC 294771856,17.562214,,,12.272,1.619,5873.0,4.136,1
TIC 294772579,1.705,,0.056,,,,,1
TIC 294647915,35.960194,,,2.45,0.672,4090.0,4.587,1
TIC 294715445,17.92,,0.097,2.07,0.576,4176.0,4.696,1
TIC 294720594,22.122365,,,3.715,0.969,5393.0,4.517,1
TIC 55360702,3.287912,,10.7725,,1.01769,5137.0,4.36236,0
TIC 55276688,0.505602,,41.0848,,0.907577,4830.0,4.4144,0
TIC 55278292,20.924593,,11.9088,,0.423,2980.0,4.198,1
TIC 55361028,1.288312,,24.1729,,0.57612,3412.0,4.67151,0
TIC 55316277,19.581519,,8.5946,,0.861,5638.0,4.525,1
TIC 55266835,6.854931,,1.1053,,1.031,5360.0,4.343,1
TIC 55266835,6.85484645911,,1.62762816,15.65450044,1.06192,4797.5,4.27798,1
TIC 55267074,4.392503,,,1.11,0.669,4707.0,4.634,1
TIC 55377064,0.598197,,37.9663,,1.2496,5132.0,4.18405,0
TIC 55285974,2.804246,,6.91,,2.42516,5938.45,3.70201,0
TIC 86117499,0.691617,,9.8244,,1.74944,5285.0,3.91131,0
TIC 86071285,0.540527,,33.3734,,1.03596,5187.17,4.35186,0
TIC 86039410,11.349445,,5.9759,,1.6958,6002.0,4.02464,0
TIC 86036265,5.998652,,8.319,,2.66723,4930.0,,0
TIC 86119727,2.883162,,3.7899,,1.21341,6100.45,4.33075,0
TIC 86119726,0.545251,,13.922,,1.23632,6074.26,4.31071,0
TIC 414968850,0.493967,,1.7723,,1.9409,7437.0,4.09251,0
TIC 86070316,0.504475,,8.7373,,1.35063,6963.0,4.36169,0
TIC 414963560,0.781949,,18.6838,,1.58567,5480.9,4.01992,0
TIC 86070236,5.21459,,55.5674,,0.996212,5457.16,4.41909,0
TIC 386908880,30.921004,,16.9142,,1.761,6680.0,4.099,1
TIC 203289678,1.332797,,64.5357,,1.06188,6519.0,4.51302,0
TIC 138687671,0.592255,,31.2313,,1.04814,5660.49,4.40155,0
TIC 138660308,8.07181,,19.0291,,1.24106,5709.51,4.25823,0
TIC 138660558,0.678473,,5.8984,,1.5871,5744.27,4.0497,0
TIC 126369442,26.286249,,11.0497,,1.31469,5980.95,4.24181,0
TIC 126323200,11.634988,,,2.605,1.096,6020.0,4.306,1
TIC 284993262,0.660085,,27.3793,,1.16067,4401.0,4.1475,0
TIC 126239578,3.37433,,2.3276,,3.77637,4708.0,,0
TIC 66714484,14.223889,,,21.936,1.155,5023.0,4.524,1
TIC 203216124,10.973135,,,2.67,0.697,4940.0,4.668,1
,9.485826,,5.2542,,,,,0
,7.220585,,3.8587,,,,,0
TIC 203214081,5.7459996,,,,0.3073,3348.0,4.926,1
TIC 203214081,5.7459945,,0.365,2.06081,0.32,3413.0,4.91,1
TIC 203214081,5.745912,,0.3155,,0.307,3390.0,4.943,1
TIC 203214081,5.746007,,0.365,2.025,0.3073,3348.0,4.926,1
TIC 203214081,5.7459982,,,1.9,0.3026,3395.0,4.84,1
TIC 301289516,1.2089802,,0.0586,1.62,0.613,4269.0,4.651,1
TIC 301289516,1.208957,,,1.75,0.651,4255.0,4.7,1
TIC 301289516,1.208966,,,1.58,0.622,4219.0,4.657,1
TIC 301289516,1.2089765,,,1.529,0.579,4294.0,4.682,1
TIC 301289516,1.209,,,1.571,0.5994,4255.0,4.7,1
TIC 301289516,1.2089755,,0.0668,1.68645,0.63,4199.0,4.65321,1
TIC 301289516,1.2089819,,,1.577,0.602,4305.0,,1
TIC 301289516,1.2089749,,,,0.651,4255.0,4.7,1
TIC 301289516,1.208974,,,1.44,0.58,4236.0,4.719,1
TIC 301289516,1.2089819,,,1.577,0.602,4340.0,4.66,1
TIC 301289516,3.648083,,0.0361,1.269,0.613,4269.0,4.651,1
TIC 301289516,3.648095,,,1.201,0.579,4294.0,4.682,1
TIC 301289516,3.648096,,,1.241,0.602,4305.0,,1
TIC 301289516,3.64823,,,1.24,0.622,4219.0,4.657,1
TIC 301289516,3.6480957,,,1.241,0.602,4340.0,4.66,1
TIC 301289516,3.64802,,,1.36,0.651,4255.0,4.7,1
TIC 301289516,3.648103,,,1.13,0.58,4236.0,4.719,1
TIC 301289516,3.6481145,,,,0.651,4255.0,4.7,1
TIC 301289516,6.2014698,,,2.022,0.602,4340.0,4.66,1
TIC 301289516,6.201467,,0.0957,2.07,0.613,4269.0,4.651,1
TIC 301289516,6.20183,,,1.98,0.58,4236.0,4.7,1
TIC 301289516,6.20142,,,2.04,0.622,4219.0,4.657,1
TIC 301289516,6.20147,,,2.022,0.602,4305.0,,1
TIC 301289516,6.20141,,,2.1,0.651,4255.0,4.7,1
TIC 301289516,6.201812,,,1.89,0.58,4236.0,4.719,1
TIC 301289516,6.20183,,,1.955,0.579,4294.0,4.682,1
TIC 284326455,3.79985297,,,,0.617,4390.0,4.667,1
TIC 284326455,3.79985363,,,,,,,1
TIC 284326455,3.7999139,,2.4,10.8,0.64,4171.0,,1
TIC 284326455,3.799847,,,10.581296,0.617,4390.0,4.667,1
TIC 284326455,3.799878,,2.56,11.8,0.693,,,1
TIC 284326455,3.80001,,,40.0,0.68,4441.0,4.631,1
TIC 284326455,3.7998529,,,,,,,1
TIC 284326455,3.79985358153,,2.5455085,13.26706229,0.759375,4133.4,4.48806,1
TIC 284326455,3.7998534,,,,0.617,4390.0,4.667,1
TIC 284326455,3.799847,,,10.581296,0.617,4390.0,,1
TIC 84339983,2.7908821,,0.944,19.1,1.8,6659.0,,1
TIC 84339983,2.7908235,,,,1.428,6566.0,4.24,1
TIC 84339983,2.790825,,,,1.428,6566.0,4.24,1
TIC 84339983,2.790862,,0.9773,16.72,1.439,,,1
TIC 84339983,2.790963,,,17.0,1.88,6863.0,4.08,1
TIC 84339983,2.7908327,,,16.432394,1.428,6566.0,4.24,1
TIC 84339983,2.79082479,,,,,,,1
TIC 84339983,2.790833,,,,,6568.0,4.26,1
TIC 84339983,2.7908327,,,16.432394,1.428,6566.0,,1
TIC 84339983,2.79082852671,,1.00496939,16.75594879,1.4707,6635.91,4.24728,1
TIC 84339983,2.79083,,1.1,16.92559,1.47,6566.0,3.39,1
TIC 11439959,3.619188,,,18.03,1.54,6563.0,4.19,1
TIC 11439959,3.619192,,,10.2,0.89,,,1
TIC 11439959,3.6191634,,,16.667783,1.46198,5871.0,4.13349,1
TIC 11439959,3.6191613,,1.18,16.92559,1.444,6060.0,4.118,1
TIC 11439959,3.6191546,,,,1.444,6060.0,4.118,1
TIC 11439959,3.61887686846,,1.26582719,16.6459863,1.46198,5871.0,4.13349,1
TIC 11439959,3.619167,,1.3734,17.7,1.51,,,1
TIC 11270200,3.142702,,,7.76,1.17,6357.0,4.36,1
TIC 11270200,3.142846,,,8.84505104,1.29462,6235.0,4.22,1
TIC 11270200,3.14272,,,7.8,1.22,,,1
TIC 11270200,3.142811,,0.4291,5.69,0.822,,,1
TIC 11270200,3.14324025965,,0.49689754,,,5780.0,4.438,1
TIC 11270200,3.142833,,0.47,15.13215,2.21,6408.0,3.923,1
TIC 11270200,3.1428347,,,15.513256,,,,1
TIC 119262291,4.17471430219,,1.40266941,13.70940899,1.08854,5859.0,4.38969,1
TIC 119262291,4.175187,,,13.4,1.15,,,1
TIC 119262291,4.175186,,,12.92,1.1,5950.0,4.4,1
TIC 119262291,4.1752387,,1.4,13.843115,1.155,6149.0,4.4,1
TIC 119262291,4.175235,,1.3791,12.77,1.0878,,,1
